115/03/04 00:10拒絕往來廠商資料,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
28958432,PD10316P344,勤發特殊氣體股份有限公司,屏東縣潮州鎮興美里興美路32號,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,高雄市左營區左營郵政90192附8號信箱,供應處採購科,(07)5825562,魏漢民,,各型艦艇美式MK-7充氣式救生筏氣瓶檢測(含氣體填充)等4項委商,4 以虛偽不實之文件投標、訂約或履約，情節重大者,115/02/03 00:00,115/02/03 00:00,115/02/04 00:00,3年,118/02/03 23:59,廠商所提異議經本部審認予以駁回。,,,,,一般
16188162,1100727,貝佳實業有限公司,臺中市太平區新高里立功路237號1樓,中華民國(Republic of China (Taiwan)),3.87.9.13,臺中市大里區永隆國民小學,臺中市大里區永隆五街2號,楊富宇,(04)24066637#730,陳國信,,永隆國小110學年度學生午餐團膳採購案,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/03 00:00,115/02/03 00:00,115/02/04 00:00,1年,116/02/03 23:59,無,,,,,一般
16188162,1110729,貝佳實業有限公司,臺中市太平區新高里立功路237號1樓,中華民國(Republic of China (Taiwan)),3.87.9.13,臺中市大里區永隆國民小學,臺中市大里區永隆五街2號,楊富宇,(04)24066637#730,陳國信,,永隆國小111學年度學生午餐團膳採購案,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,1年,116/02/02 23:59,無,,,,,一般
16188162,1100727,貝佳實業有限公司,臺中市太平區新高里立功路237號1樓,中華民國(Republic of China (Taiwan)),3.87.9.13,臺中市大里區永隆國民小學,臺中市大里區永隆五街2號,楊富宇,(04)24066637#730,陳國信,,永隆國小110學年度學生午餐團膳採購案,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,114/11/14 00:00,115/02/02 00:00,114/11/15 00:00,1年,115/11/14 23:59,無,,,,,一般
80040004,C1212D094,富祐有限公司,新竹縣新豐鄉重興村新庄路212號1樓,中華民國(Republic of China (Taiwan)),3.13.50,台灣中油股份有限公司,高雄市楠梓區左楠路2號,洪前福,(07)5824141#3398,李志祥,,蒸汽橡膠管 等一批,10 因可歸責於廠商之事由，致延誤履約期限，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,3個月,115/05/02 23:59,,,,,,一般
22695406,F1120602,百驛小客車租賃有限公司,桃園市中壢區東興街109號1樓,中華民國(Republic of China (Taiwan)),A.7.9.1,財政部國有財產署北區分署,臺北市大安區忠孝東路4段290號3樓,石先生,(02)27814750#2107,楊琨祺,,113年度非全時公務車(四輪傳動5人座)5輛租賃案,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,3個月,115/05/02 23:59,,,,,,一般
85047358,GR14052P011,佶晟事業有限公司,臺北市士林區延平北路6段176巷6弄30號3樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,採購官,(02)26705352,劉明杰,,螺帽等19項,8 查驗或驗收不合格，情節重大者;10 因可歸責於廠商之事由，致延誤履約期限，情節重大者;12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,1年,116/02/02 23:59,,,,,,一般
85047358,GR14044P028,佶晟事業有限公司,臺北市士林區延平北路6段176巷6弄30號3樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,採購官,(02)26705352,劉明杰,,引擎蓋緩衝墊等32項,10 因可歸責於廠商之事由，致延誤履約期限，情節重大者;12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,1年,116/02/02 23:59,,,,,,一般
93554737,GR14058P013,成登科技有限公司,桃園市中壢區自信里普騰街38巷5號7樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,採購官,(02)26705352,戴貴花,,路碼表等7項,10 因可歸責於廠商之事由，致延誤履約期限，情節重大者;12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,1年,116/02/02 23:59,,,,,,一般
00550346,CYD11403,永森聚落企業社,臺北市萬華區雅江街８５號,中華民國(Republic of China (Taiwan)),3.9.20.11,國立臺灣大學生物資源暨農學院實驗林管理處,南投縣竹山鎮前山路一段12號,鄭瑋,(049)2642181#157,蔡孟哲,A1258*****,114年度溪頭營林區1林班114-2號企業認養造林地三年一貫新植育林作業,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/02/02 00:00,115/02/02 00:00,115/02/03 00:00,3個月,115/05/02 23:59,,,,,,一般
82564884,3701100104,侑昌工程行,苗栗縣通霄鎮平元里００７鄰２３―５號１樓,中華民國(Republic of China (Taiwan)),3.13.31.44,台灣電力股份有限公司通霄發電廠,苗栗縣通霄鎮海濱路1~31號,謝函霓,(037)752054#5214,黃建邑,K1203*****,通霄發電廠112年環境綠美化、勞務性工作,2 借用或冒用他人名義或證件投標者,115/01/30 00:00,115/01/30 00:00,115/01/31 00:00,3年,118/01/30 23:59,本廠於114年12月08日發文通知廠商停權，並敘明異議救濟期限，該廠商於114年12月19日提出異議，本廠於114年12月30日駁回後15日內該廠商未向採購申訴審議委員會提出申訴。,,,,,一般
82828416,HP15014P014,鋐銉國際有限公司,臺北市文山區木柵路2段109巷27弄6號,中華民國(Republic of China (Taiwan)),A.5.5.2,國防部電訊發展室,新北市林口區湖北里1鄰湖子99號,傅小姐,(02)26034218,高銘宏,,監視系統維護,7 得標後無正當理由而不訂約者,115/01/30 00:00,115/01/30 00:00,115/01/31 00:00,3個月,115/04/29 23:59,,,,,,一般
93552843,BJ114-001,益丰企業有限公司,雲林縣元長鄉長北村中興街27號一樓,中華民國(Republic of China (Taiwan)),3.11.94.7,法務部矯正署彰化監獄,彰化縣二林鎮二溪路三段240號,許嘉銘,(04)8964800#160,吳育弘,,「115年度自營作業食品科苦茶籽1批」,1 容許他人借用本人名義或證件參加投標者,115/01/30 00:00,115/01/30 00:00,115/01/31 00:00,3年,118/01/30 23:59,已逾提出異議之期限(115年1月22日)。,,,,,一般
24925951,B114205,寶晟開發生技有限公司,臺南市永康區尚頂里中正二街162巷20號1樓,中華民國(Republic of China (Taiwan)),3.92.42,國立澎湖科技大學,澎湖縣馬公市六合路300號,蔡明娟,(06)9264115#1322,林栢群,,食品加工機具,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/29 00:00,115/01/29 00:00,115/01/30 00:00,3個月,115/04/29 23:59,,,,,,一般
66500028,112A03,廣利環保有限公司,新北市蘆洲區光復路70巷26號3樓,中華民國(Republic of China (Taiwan)),A.13.6.5,經濟部水利署臺北水源特定區管理分署,臺北市文山區羅斯福路六段168號4樓,鄭至為,(02)29173282#322,吳珮綺,,112年度臺北水源特定區加強環境改善維護案,6 犯第八十七條至第九十二條之罪，經第一審判處拘役、罰金或緩刑者,115/01/29 00:00,115/01/29 00:00,115/01/30 00:00,1年,116/01/29 23:59,廠商無提出異議。,,,,,一般
30290759,112A03,廣吉利資源回收企業社,新北市蘆洲區中原里光復路７０巷２６號３樓,中華民國(Republic of China (Taiwan)),A.13.6.5,經濟部水利署臺北水源特定區管理分署,臺北市文山區羅斯福路六段168號4樓,鄭至為,(02)29173282#322,吳政宏,S1232*****,112年度臺北水源特定區加強環境改善維護案,6 犯第八十七條至第九十二條之罪，經第一審判處拘役、罰金或緩刑者,115/01/29 00:00,115/01/29 00:00,115/01/30 00:00,1年,116/01/29 23:59,"廠商無提出異議。
",,,,,一般
20389900,A10702,廣丞建築師事務所,彰化縣二林鎮東和里北美街6號,中華民國(Republic of China (Taiwan)),3.76.44.19,新竹縣政府消防局,新竹縣竹北市光明五街295號,張書銘,(03)5513522#723,林恩旭,,竹東分隊耐震補強工程委託規劃、設計、監造,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,115/01/29 00:00,115/01/29 00:00,115/01/30 00:00,3年,118/01/29 23:59,案經行政院公共工程委員會採購申訴審議委員會於115年1月2日第1081次委員會議作成申訴駁回之審議判斷。,,,,,一般
20389900,A10701,廣丞建築師事務所,彰化縣二林鎮東和里北美街6號,中華民國(Republic of China (Taiwan)),3.76.44.19,新竹縣政府消防局,新竹縣竹北市光明五街295號,張書銘,(03)5513522#723,林恩旭,,寶山分隊耐震補強工程委託規劃、設計、監造,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,115/01/29 00:00,115/01/29 00:00,115/01/30 00:00,3年,118/01/29 23:59,案經行政院公共工程委員會採購申訴審議委員會115年1月2日第1081次委員會議審議通過，審議判斷為申訴駁回。,,,,,一般
54747146,ED14042P019,育城國際有限公司,臺中市中區民族路23號3樓之1,中華民國(Republic of China (Taiwan)),3.5.49,國防部空軍司令部,臺北市中山區北安路387號,邱小姐,(02)25321201,陳揚曄,,健身設施及器材租購案,7 得標後無正當理由而不訂約者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3個月,115/04/28 23:59,,,,,,一般
83487794,4801400003,茂洋開發有限公司,新北市三重區溪尾街325巷5弄5號4樓,中華民國(Republic of China (Taiwan)),3.13.31.94,台灣電力股份有限公司台中供電區營運處,臺中市霧峰區民生路193號,460170吳佩蓉,(04)23335627#409,徐玉玲,,113年度台中分隊轄區輸電鐵塔油漆積點工作,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3個月,115/04/28 23:59,無,,,,,一般
83487794,4801300090,茂洋開發有限公司,新北市三重區溪尾街325巷5弄5號4樓,中華民國(Republic of China (Taiwan)),3.13.31.94,台灣電力股份有限公司台中供電區營運處,臺中市霧峰區民生路193號,460170吳佩蓉,(04)23335627#409,徐玉玲,,113~114年度豐原分隊轄區輸電線路鐵塔油漆積點工作,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3個月,115/04/28 23:59,無,,,,,一般
83487794,4801300042,茂洋開發有限公司,新北市三重區溪尾街325巷5弄5號4樓,中華民國(Republic of China (Taiwan)),3.13.31.94,台灣電力股份有限公司台中供電區營運處,臺中市霧峰區民生路193號,460170吳佩蓉,(04)23335627#409,徐玉玲,,113年度彰二分隊轄區輸電線路鐵塔油漆積點工作,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3個月,115/04/28 23:59,無,,,,,一般
83487794,4801300020,茂洋開發有限公司,新北市三重區溪尾街325巷5弄5號4樓,中華民國(Republic of China (Taiwan)),3.13.31.94,台灣電力股份有限公司台中供電區營運處,臺中市霧峰區民生路193號,460170吳佩蓉,(04)23335627#409,徐玉玲,,113年度彰一分隊轄區輸電線路鐵塔油漆積點工作,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3個月,115/04/28 23:59,無,,,,,一般
80320315,112-1-00023,成運汽車製造股份有限公司,屏東縣新園鄉新園村媽祖路385號,中華民國(Republic of China (Taiwan)),3.15.85,桃園國際機場股份有限公司,桃園市大園區航站南路9號,李知穎,(03)3063664,吳定發,,臺灣桃園國際機場第三航站區旅客運輸系統工程,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,115/01/14 00:00,115/01/28 00:00,115/01/15 00:00,3個月,115/04/14 23:59,,,,,,一般
10121897,109083,茂林企業社,嘉義市西區車店里貴州街８６號一樓,中華民國(Republic of China (Taiwan)),3.95.59,臺南市白河區公所,臺南市白河區中山路111號,楊小姐,(06)6855102#306,李汶燦,Q1202*****,白河區110年度公墓除草工作 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3年,118/01/28 23:59,,,,,,一般
37714583,109083,盈利工程行,嘉義縣番路鄉觸口村梅花六路1巷10號1樓,中華民國(Republic of China (Taiwan)),3.95.59,臺南市白河區公所,臺南市白河區中山路111號,楊小姐,(06)6855102#306,楊肖玲,Q2222*****,白河區110年度公墓除草工作 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3年,118/01/28 23:59,,,,,,一般
40924562,109083,富龍企業社,嘉義縣中埔鄉和美村永樂新村１３０號一樓,中華民國(Republic of China (Taiwan)),3.95.59,臺南市白河區公所,臺南市白河區中山路111號,楊小姐,(06)6855102#306,林坤燕,Q2228*****,白河區110年度公墓除草工作 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,115/01/28 00:00,115/01/28 00:00,115/01/29 00:00,3年,118/01/28 23:59,,,,,,一般
89137346,C357,松順國際事業有限公司,臺中市大雅區雅楓里神林南路130號,中華民國(Republic of China (Taiwan)),3.13.15.2,經濟部標準檢驗局新竹分局,新竹市東區民族路109巷14號,鄭琮耀,(03)5427011#7412,朱宥綻,,114年度中壢龍岡路辦公區暨南園路辦公區環境清潔維護工作,4 以虛偽不實之文件投標、訂約或履約，情節重大者,115/01/27 00:00,115/01/27 00:00,115/01/28 00:00,3年,118/01/27 23:59,廠商未提申訴或異議,,,,,一般
42833862,11432001170,天翔印刷科技實業有限公司,臺北市北投區致遠一路1段37號4樓,中華民國(Republic of China (Taiwan)),3.11.94.1,法務部矯正署臺北監獄,桃園市龜山區宏德新村2號,作業科張先生,(03)3200032#2416,龍俊權,,114電窯採購案,8 查驗或驗收不合格，情節重大者,115/01/27 00:00,115/01/27 00:00,115/01/28 00:00,3個月,115/04/27 23:59,"本監於115年1月5日就廠商天翔印刷科技實業有限公司(下稱貴公司)所提各項異議，經審酌相關事實、契約約定及採購法等相關規定，認均無理由，茲分述處理意見如下：
1.指稱本監於114年12月23日以電話方式通知辦理解除契約一節，查本監分別於114年9月3日以北監作字第11432001880號函，及同年12月8日、17日以北監作字第11432002650號函、北監作字第11400082410號函，正式通知貴公司解除契約及後續處理程序與相關損害賠償費用。另刊登不良廠商名單一事，依政府採購法第101條規定，本監亦於114年12月16日以北監作字第11432002660號函通知貴公司刊登不良廠商事宜，並已依法踐行必要之事前通知及異議程序，相關行政處分均以書面為之，程序完備，尚無違誤。貴公司所稱僅以電話通知云云，顯與事實不符，難認有據。
2.關於主張已提出損害賠償請求，惟本監僅退還發票，未妥處其損害事實一節，查貴公司於本案履約過程中，已發生履約遲延之違約事實，且歷經4次驗收及限期改正後，電窯設備仍存在漏電、觸電、高溫外洩燙傷、結構熱變形等重大安全疑慮，並有空氣夾層設計不良、窯門密合不足、電線裸露破損、窯頂未焊接、防火磚晃動、焊接不平整及溫控系統核心功能未達契約標準等情形，已嚴重影響設備安全及使用功能，致整體驗收不合格，並危及機關及人員生命安全。前揭缺失，已違反契約第12條（二）、（五）及第17條（一）9.規定。經整體審酌其性質、次數及影響結果，已符合政府採購法第101條第1項第8款所定「查驗或驗收不合格，情節重大者」之構成要件，且經認定屬可歸責於廠商之事由。
3.所述關於標的電窯設備是否實際撤離現場，本監均未正面回復一節，查本案契約已於114年9月3日依法解除生效，雙方契約關係隨即消滅，貴公司即負有依限撤離其所設置設備之義務。惟貴公司未依本監114年9月3日北監作字第11432001880號函所示期限，於114年9月12日前完成電窯設備撤離。嗣經本監於114年12月8日再次函請貴公司應於114年12月12日前自行完成電窯設備撤離事宜，貴公司仍明確表示拒不辦理。是以，前揭設備撤離事項，核屬契約解除後之必要處置，與貴公司是否向工程會申請履約爭議審議或調解程序，並無牴觸，亦不影響本監依法行使相關處置權限。",,,,,一般
